"OHBFG","2107","000000-000000",1110.00,"D",9834.60,"D",.00,.00,"0082P","GGSL"
"OHBFG","2107","000000-000000",2.00,"D",68.36,"D",.00,.00,"044.1935.73","GGSL"
"OHBFG","2107","000000-000000",72.00,"D",2281.20,"D",72.00,.00,"047.1915.73","GGSL"
"OHBFG","2107","000000-000000",1.00,"D",416.36,"D",.00,.00,"0480408","GGSL"
"OHBFG","2107","000000-000000",106.00,"D",211.17,"D",360.00,60.00,"0D180FZ","GGSL"
"OHBFG","2107","000000-000000",1350.00,"D",445.50,"D",.00,.00,"1001","GGSL"
"OHBFG","2107","000000-000000",11.00,"D",152.97,"D",12.00,.00,"10-10012","GGSL"
"OHBFG","2107","000000-000000",752.00,"D",6118.38,"D",11988.00,3420.00,"10-12700","GGSL"
"OHBFG","2107","000000-000000",15.00,"D",107.61,"D",.00,.00,"10-12710","GGSL"
"OHBFG","2107","000000-000000",84.00,"D",548.16,"D",.00,.00,"10-12720","GGSL"
"OHBFG","2107","000000-000000",11.00,"D",192.69,"D",24.00,.00,"10-13600","GGSL"
"OHBFG","2107","000000-000000",-4.00,"C",-88.24,"C",18.00,18.00,"10-13620","GGSL"
"OHBFG","2107","000000-000000",12.00,"D",149.76,"D",.00,.00,"10-13860","GGSL"
"OHBFG","2107","000000-000000",336.00,"D",3356.76,"D",9372.00,228.00,"10-14500","GGSL"
"OHBFG","2107","000000-000000",35.00,"D",551.28,"D",96.00,.00,"10-14800","GGSL"
"OHBFG","2107","000000-000000",11.00,"D",155.40,"D",.00,.00,"10-14860","GGSL"
"OHBFG","2107","000000-000000",6.00,"D",50.46,"D",12.00,.00,"101-5","GGSL"
"OHBFG","2107","000000-000000",47.00,"D",1657.42,"D",504.00,144.00,"10-15000","GGSL"
"OHBFG","2107","000000-000000",66.00,"D",1085.10,"D",192.00,.00,"10-15020","GGSL"
"OHBFG","2107","000000-000000",6.00,"D",150.12,"D",3.00,.00,"10-15030","GGSL"
"OHBFG","2107","000000-000000",6.00,"D",57.54,"D",.00,.00,"10-15040","GGSL"
"OHBFG","2107","000000-000000",17.00,"D",292.93,"D",48.00,12.00,"10-15050","GGSL"
"OHBFG","2107","000000-000000",6.00,"D",98.46,"D",.00,.00,"10-15060","GGSL"
"OHBFG","2107","000000-000000",18.00,"D",381.06,"D",.00,.00,"10-15080","GGSL"
"OHBFG","2107","000000-000000",6.00,"D",128.22,"D",18.00,6.00,"10-15090","GGSL"
"OHBFG","2107","000000-000000",18.00,"D",748.80,"D",.00,.00,"10-17000","GGSL"
"OHBFG","2107","000000-000000",60.00,"D",501.96,"D",156.00,.00,"10-18010","GGSL"
"OHBFG","2107","000000-000000",48.00,"D",652.68,"D",36.00,.00,"10-18040","GGSL"
"OHBFG","2107","000000-000000",1.00,"D",89.60,"D",7.00,1.00,"10223","GGSL"
