"OHBFG","2110","000000-000000",10.00,"D",301.00,"D",.00,.00,"047.1915.73","GGSL"
"OHBFG","2110","000000-000000",-1.00,"C",-65.38,"C",.00,.00,"074.0630","GGSL"
"OHBFG","2110","000000-000000",12.00,"D",164.16,"D",48.00,.00,"10-00009","GGSL"
"OHBFG","2110","000000-000000",-4.00,"C",-397.01,"C",40.00,.00,"10023","GGSL"
"OHBFG","2110","000000-000000",12.00,"D",177.48,"D",.00,.00,"10-10012","GGSL"
"OHBFG","2110","000000-000000",1.00,"D",97.27,"D",10.00,.00,"10123","GGSL"
"OHBFG","2110","000000-000000",132.00,"D",1298.70,"D",228.00,12.00,"10-12420","GGSL"
"OHBFG","2110","000000-000000",500.00,"D",3632.83,"D",3492.00,.00,"10-12700","GGSL"
"OHBFG","2110","000000-000000",72.00,"D",428.12,"D",60.00,.00,"10-12720","GGSL"
"OHBFG","2110","000000-000000",84.00,"D",742.68,"D",36.00,.00,"10-12730","GGSL"
"OHBFG","2110","000000-000000",24.00,"D",490.56,"D",36.00,.00,"10-13600","GGSL"
"OHBFG","2110","000000-000000",35.00,"D",548.80,"D",36.00,.00,"10-13610","GGSL"
"OHBFG","2110","000000-000000",3.00,"D",69.90,"D",12.00,.00,"10-13620","GGSL"
"OHBFG","2110","000000-000000",48.00,"D",814.32,"D",72.00,.00,"10-13812","GGSL"
"OHBFG","2110","000000-000000",24.00,"D",332.28,"D",36.00,.00,"10-13860","GGSL"
"OHBFG","2110","000000-000000",34.00,"D",306.89,"D",264.00,1.00,"10-14500","GGSL"
"OHBFG","2110","000000-000000",48.00,"D",452.03,"D",24.00,.00,"10-14510","GGSL"
"OHBFG","2110","000000-000000",72.00,"D",1215.46,"D",96.00,.00,"10-14800","GGSL"
"OHBFG","2110","000000-000000",24.00,"D",303.18,"D",84.00,.00,"10-14860","GGSL"
"OHBFG","2110","000000-000000",89.00,"D",2806.39,"D",318.00,.00,"10-15000","GGSL"
"OHBFG","2110","000000-000000",90.00,"D",1420.92,"D",48.00,.00,"10-15020","GGSL"
"OHBFG","2110","000000-000000",1.00,"D",22.27,"D",12.00,.00,"10-15030","GGSL"
"OHBFG","2110","000000-000000",6.00,"D",107.76,"D",18.00,.00,"10-15050","GGSL"
