"ILVGSU","2110","0-73561-60101-6",12,"D",32,"D",444,1080,"","GGSL"
"ILVGSU","2110","0-32247-26784-7",108,"D",273,"D",0,0,"","GGSL"
"ILVGSU","2110","0-32247-47783-3",108,"D",273,"D",0,0,"","GGSL"
"ILVGSU","2110","0-32247-52784-2",216,"D",552,"D",0,0,"","GGSL"
"ILVGSU","2110","0-32247-55783-2",24,"D",78,"D",6,0,"","GGSL"
"ILVGSU","2110","0-32247-56513-4",520,"D",3000,"D",65,130,"","GGSL"
"ILVGSU","2110","0-32247-56783-1",864,"D",2600,"D",0,0,"","GGSL"
"ILVGSU","2110","0-62247-27764-8",1440,"D",4608,"D",0,0,"","GGSL"
"ILVGSU","2110","0-71645-95518-5",780,"D",2550,"D",0,0,"","GGSL"
"ILVGSU","2110","8-88603-03606-6",508,"D",2352,"D",6300,3592,"","GGSL"
"ILVGSU","2110","8-88603-03607-3",3171,"D",6690,"D",4270,0,"","GGSL"
"ILVGSU","2110","8-88603-03620-2",300,"D",570,"D",2676,312,"","GGSL"
"ILVGSU","2110","8-88603-03623-3",2904,"D",5314,"D",6000,60,"","GGSL"
"ILVGSU","2110","8-88603-03623-3",48,"D",84,"D",282,294,"","GGSL"
"ILVGSU","2110","8-88603-03628-8",3132,"D",5888,"D",5940,96,"","GGSL"
"ILVGSU","2110","8-88603-03629-5",792,"D",2067,"D",6576,3948,"","GGSL"
"ILVGSU","2110","8-88603-03715-5",1068,"D",2445,"D",8616,132,"","GGSL"
"ILVGSU","2110","8-88603-03716-2",684,"D",2264,"D",4680,504,"","GGSL"
"ILVGSU","2110","8-88603-03720-9",376,"D",1549,"D",4480,3296,"","GGSL"
"ILVGSU","2110","8-88603-03723-0",172,"D",1768,"D",2128,52,"","GGSL"
"ILVGSU","2110","8-88603-03733-9",5904,"D",7135,"D",13488,0,"","GGSL"
"ILVGSU","2110","8-88603-45242-2",2574,"D",4350,"D",9180,1116,"","GGSL"
"ILVGSU","2110","0-50197-00104-5",276,"D",971,"D",1199,228,"","GGSL"
"ILVGSU","2110","0-50197-00108-3",24,"D",129,"D",3960,30,"","GGSL"
"ILVGSU","2110","0-50197-00118-2",45,"D",442,"D",215,45,"","GGSL"
"ILVGSU","2110","0-50197-00204-2",456,"D",1605,"D",840,204,"","GGSL"
"ILVGSU","2110","0-50197-00208-0",18,"D",97,"D",4086,18,"","GGSL"
"ILVGSU","2110","0-50197-00304-9",432,"D",1520,"D",864,240,"","GGSL"
"ILVGSU","2110","0-50197-00308-7",12,"D",64,"D",4242,60,"","GGSL"
"ILVGSU","2110","0-50197-00318-6",131,"D",1287,"D",114,25,"","GGSL"
"ILVGSU","2110","0-50197-00404-6",300,"D",1056,"D",1032,360,"","GGSL"
"ILVGSU","2110","0-50197-00604-0",324,"D",1140,"D",1068,336,"","GGSL"
"ILVGSU","2110","0-50197-00904-1",612,"D",2154,"D",5544,384,"","GGSL"
"ILVGSU","2110","0-50197-00918-8",143,"D",1405,"D",114,19,"","GGSL"
"ILVGSU","2110","0-50197-01803-6",804,"D",2170,"D",0,180,"","GGSL"
"ILVGSU","2110","0-50197-01825-8",152,"D",1179,"D",0,15,"","GGSL"
"ILVGSU","2110","0-50197-02006-0",246,"D",464,"D",432,78,"","GGSL"
"ILVGSU","2110","0-50197-03006-9",288,"D",1166,"D",2868,336,"","GGSL"
"ILVGSU","2110","0-50197-03030-4",60,"D",697,"D",35,14,"","GGSL"
"ILVGSU","2110","0-50197-03804-1",288,"D",1163,"D",12,168,"","GGSL"
"ILVGSU","2110","0-50197-03818-8",4,"D",62,"D",79,8,"","GGSL"
"ILVGSU","2110","0-50197-05004-3",12,"D",42,"D",492,132,"","GGSL"
"ILVGSU","2110","0-50197-05018-0",24,"D",235,"D",11,0,"","GGSL"
"ILVGSU","2110","0-50197-06504-7",72,"D",253,"D",48,24,"","GGSL"
"ILVGSU","2110","0-50197-06604-4",324,"D",1140,"D",4968,360,"","GGSL"
"ILVGSU","2110","0-50197-30508-2",486,"D",1530,"D",1224,198,"","GGSL"
"ILVGSU","2110","0-50197-30608-9",876,"D",2759,"D",2322,108,"","GGSL"
"ILVGSU","2110","0-50197-30808-3",96,"D",302,"D",2484,18,"","GGSL"
"ILVGSU","2110","0-50197-31308-7",84,"D",264,"D",2988,84,"","GGSL"
"ILVGSU","2110","0-50197-51324-1",402,"D",1809,"D",0,42,"","GGSL"
"ILVGSU","2110","0-50197-51424-8",306,"D",1239,"D",0,54,"","GGSL"
"ILVGSU","2110","0-50197-51524-5",324,"D",1312,"D",0,60,"","GGSL"
"ILVGSU","2110","0-50197-70104-4",108,"D",224,"D",1404,24,"","GGSL"
"ILVGSU","2110","0-50197-70108-2",534,"D",1767,"D",1374,228,"","GGSL"
"ILVGSU","2110","0-50197-70116-7",10,"D",43,"D",32,0,"","GGSL"
"ILVGSU","2110","0-50197-70204-1",24,"D",49,"D",420,156,"","GGSL"
"ILVGSU","2110","0-50197-70304-8",60,"D",124,"D",2280,612,"","GGSL"
"ILVGSU","2110","0-50197-70404-5",96,"D",199,"D",384,192,"","GGSL"
"ILVGSU","2110","0-50197-71904-9",12,"D",62,"D",60,120,"","GGSL"
"ILVGSU","2110","0-50197-00904-1",36,"D",126,"D",402,0,"","GGSL"
"ILVGSU","2110","0-50197-06604-4",12,"D",42,"D",216,0,"","GGSL"
"ILVGSU","2110","6-87073-00050-4",108,"D",382,"D",324,24,"","GGSL"
"ILVGSU","2110","6-87073-00270-6",248,"D",2127,"D",7656,504,"","GGSL"
"ILVGSU","2110","6-87073-00315-4",40,"D",1619,"D",28,24,"","GGSL"
"ILVGSU","2110","6-87073-00335-2",176,"D",2768,"D",-88,148,"","GGSL"
"ILVGSU","2110","6-87073-00350-5",24,"D",680,"D",36,20,"","GGSL"
"ILVGSU","2110","6-87073-00710-7",84,"D",989,"D",1542,725,"","GGSL"
"ILVGSU","2110","6-87073-00740-4",221,"D",2563,"D",1047,596,"","GGSL"
"ILVGSU","2110","6-87073-01100-5",54,"D",360,"D",5394,246,"","GGSL"
"ILVGSU","2110","6-87073-01110-4",6,"D",75,"D",18,702,"","GGSL"
"ILVGSU","2110","6-87073-01260-6",360,"D",3902,"D",7792,496,"","GGSL"
"ILVGSU","2110","6-87073-01285-9",8,"D",82,"D",16,128,"","GGSL"
"ILVGSU","2110","6-87073-01287-3",112,"D",1226,"D",3336,120,"","GGSL"
"ILVGSU","2110","6-87073-01290-3",516,"D",2125,"D",204,1608,"","GGSL"
"ILVGSU","2110","6-87073-01330-6",216,"D",846,"D",684,552,"","GGSL"
"ILVGSU","2110","6-87073-01700-7",78,"D",1290,"D",3498,234,"","GGSL"
"ILVGSU","2110","6-87073-01810-3",128,"D",1702,"D",5920,584,"","GGSL"
"ILVGSU","2110","6-87073-02570-5",288,"D",921,"D",780,3840,"","GGSL"
"ILVGSU","2110","6-87073-04080-7",120,"D",898,"D",9084,3588,"","GGSL"
"ILVGSU","2110","6-87073-04140-8",184,"D",1069,"D",11640,2552,"","GGSL"
"ILVGSU","2110","6-87073-04640-3",384,"D",4255,"D",9168,2856,"","GGSL"
"ILVGSU","2110","6-87073-04655-7",152,"D",1387,"D",9200,1632,"","GGSL"
"ILVGSU","2110","6-87073-06250-2",16,"D",72,"D",24,1256,"","GGSL"
"ILVGSU","2110","6-87073-09100-7",18,"D",55,"D",1566,9,"","GGSL"
"ILVGSU","2110","6-87073-04416-4",30,"D",423,"D",1247,0,"","GGSL"
"ILVGSU","2110","6-87073-00293-5",32,"D",182,"D",0,16,"","GGSL"
"ILVGSU","2110","0-88685-63793-3",3680,"D",36027,"D",9664,2708,"","GGSL"
"ILVGSU","2110","0-88685-63800-8",1170,"D",22031,"D",446,270,"","GGSL"
"ILVGSU","2110","0-88685-63902-9",3680,"D",42540,"D",6612,2600,"","GGSL"
"ILVGSU","2110","0-88685-63906-7",507,"D",10423,"D",491,276,"","GGSL"
"ILVGSU","2110","0-22179-10444-0",48,"D",423,"D",390,36,"","GGSL"
"ILVGSU","2110","0-36348-13769-6",6,"D",10,"D",0,0,"","GGSL"
"ILVGSU","2110","0-24654-55025-4",72,"D",188,"D",468,0,"","GGSL"
"ILVGSU","2110","0-48307-17772-8",2050,"D",512,"D",0,0,"","GGSL"
"ILVGSU","2110","0-70923-03300-3",24,"D",57,"D",324,0,"","GGSL"
"ILVGSU","2110","0-37321-00022-8",180,"D",860,"D",0,252,"","GGSL"
"ILVGSU","2110","0-37321-00024-2",252,"D",2257,"D",-216,636,"","GGSL"
"ILVGSU","2110","0-37321-00025-9",12,"D",71,"D",120,36,"","GGSL"
"ILVGSU","2110","0-37321-00099-0",180,"D",885,"D",216,264,"","GGSL"
"ILVGSU","2110","0-37321-00108-9",12,"D",25,"D",24,180,"","GGSL"
"ILVGSU","2110","0-37321-00110-2",16,"D",38,"D",144,136,"","GGSL"
"ILVGSU","2110","0-37321-00112-6",48,"D",114,"D",160,192,"","GGSL"
"ILVGSU","2110","0-37321-00114-0",48,"D",114,"D",64,96,"","GGSL"
"ILVGSU","2110","0-37321-00120-1",48,"D",195,"D",0,108,"","GGSL"
"ILVGSU","2110","0-37321-00123-2",36,"D",105,"D",0,0,"","GGSL"
"ILVGSU","2110","0-37321-00127-0",132,"D",822,"D",276,180,"","GGSL"
"ILVGSU","2110","0-37321-00150-8",12,"D",137,"D",12,84,"","GGSL"
"ILVGSU","2110","0-37321-00166-9",60,"D",238,"D",36,108,"","GGSL"
"ILVGSU","2110","0-37321-00202-4",48,"D",371,"D",420,396,"","GGSL"
"ILVGSU","2110","0-37321-00203-1",36,"D",396,"D",348,180,"","GGSL"
"ILVGSU","2110","0-37321-00204-8",30,"D",618,"D",30,114,"","GGSL"
"ILVGSU","2110","0-37321-00205-5",8,"D",286,"D",292,32,"","GGSL"
"ILVGSU","2110","0-37321-00214-7",492,"D",1958,"D",0,504,"","GGSL"
"ILVGSU","2110","0-37321-00237-6",168,"D",1604,"D",-12,60,"","GGSL"
"ILVGSU","2110","0-37321-00238-3",240,"D",1490,"D",984,2448,"","GGSL"
"ILVGSU","2110","0-37321-00250-5",108,"D",412,"D",12,1644,"","GGSL"
"ILVGSU","2110","0-37321-00252-9",72,"D",614,"D",2532,132,"","GGSL"
"ILVGSU","2110","0-37321-00257-4",36,"D",101,"D",1860,1572,"","GGSL"
"ILVGSU","2110","0-37321-00258-1",12,"D",54,"D",24,420,"","GGSL"
"ILVGSU","2110","0-37321-00274-1",144,"D",677,"D",0,60,"","GGSL"
"ILVGSU","2110","0-37321-00372-4",16,"D",116,"D",0,37,"","GGSL"
"ILVGSU","2110","0-37321-00506-3",12,"D",39,"D",0,0,"","GGSL"
"ILVGSU","2110","0-37321-00544-5",252,"D",1063,"D",288,60,"","GGSL"
"ILVGSU","2110","0-37321-00560-5",12,"D",37,"D",36,24,"","GGSL"
"ILVGSU","2110","0-37321-00569-8",30,"D",984,"D",0,6,"","GGSL"
"ILVGSU","2110","0-37321-00652-7",348,"D",1273,"D",144,528,"","GGSL"
"ILVGSU","2110","0-37321-00655-8",36,"D",158,"D",1776,1650,"","GGSL"
"ILVGSU","2110","0-37321-00692-3",252,"D",2126,"D",23,3482,"","GGSL"
"ILVGSU","2110","0-37321-00698-5",288,"D",1212,"D",204,792,"","GGSL"
"ILVGSU","2110","0-37321-00811-8",216,"D",1823,"D",12,648,"","GGSL"
"ILVGSU","2110","0-37321-00925-2",432,"D",950,"D",9132,712,"","GGSL"
"ILVGSU","2110","0-37321-00951-1",336,"D",1102,"D",0,432,"","GGSL"
"ILVGSU","2110","0-37321-02361-6",396,"D",3433,"D",756,228,"","GGSL"
"ILVGSU","2110","0-37321-07458-8",36,"D",408,"D",216,48,"","GGSL"
"ILVGSU","2110","0-37321-07460-1",24,"D",117,"D",36,0,"","GGSL"
"ILVGSU","2110","0-37321-07461-8",12,"D",100,"D",0,24,"","GGSL"
"ILVGSU","2110","0-37321-08941-4",544,"D",9868,"D",16,0,"","GGSL"
"ILVGSU","2110","0-37321-09534-7",24,"D",202,"D",0,45,"","GGSL"
"ILVGSU","2110","0-37321-00863-7",18,"D",168,"D",9,0,"","GGSL"
"ILVGSU","2110","0-46539-64032-4",3969,"D",17463,"D",-35,10,"","GGSL"
"ILVGSU","2110","0-46539-64032-4",1323,"D",5821,"D",0,2079,"","GGSL"
"ILVGSU","2110","0-71121-02040-6",60,"D",102,"D",17784,120,"","GGSL"
"ILVGSU","2110","0-71121-02117-5",12,"D",29,"D",1512,294,"","GGSL"
"ILVGSU","2110","0-71121-04470-9",456,"D",1254,"D",3288,288,"","GGSL"
"ILVGSU","2110","0-71121-04480-8",72,"D",178,"D",8544,108,"","GGSL"
"ILVGSU","2110","0-71121-20177-5",936,"D",7853,"D",4566,150,"","GGSL"
"ILVGSU","2110","0-71121-30110-9",108,"D",345,"D",7608,0,"","GGSL"
"ILVGSU","2110","0-71121-51200-0",84,"D",152,"D",11180,0,"","GGSL"
"ILVGSU","2110","0-71121-51300-7",28,"D",171,"D",2896,100,"","GGSL"
"ILVGSU","2110","0-71121-53371-5",336,"D",1142,"D",14064,48,"","GGSL"
"ILVGSU","2110","0-71121-53940-3",36,"D",185,"D",1312,8,"","GGSL"
"ILVGSU","2110","0-71121-53960-1",24,"D",230,"D",3304,6,"","GGSL"
"ILVGSU","2110","0-71121-59000-8",18,"D",52,"D",1812,1506,"","GGSL"
"ILVGSU","2110","0-71121-67759-4",120,"D",798,"D",504,120,"","GGSL"
"ILVGSU","2110","0-71121-95597-5",24,"D",98,"D",5216,0,"","GGSL"
"ILVGSU","2110","0-71121-95715-3",216,"D",466,"D",48576,60,"","GGSL"
"ILVGSU","2110","0-71121-95762-7",114,"D",337,"D",7842,30,"","GGSL"
"ILVGSU","2110","0-71121-95830-3",108,"D",685,"D",3138,6,"","GGSL"
"ILVGSU","2110","0-71121-95865-5",324,"D",1014,"D",26028,66,"","GGSL"
"ILVGSU","2110","0-71121-95911-9",1104,"D",7705,"D",6864,354,"","GGSL"
"ILVGSU","2110","0-71121-96168-6",144,"D",1985,"D",804,24,"","GGSL"
"ILVGSU","2110","0-71121-96181-5",1110,"D",5694,"D",11142,228,"","GGSL"
"ILVGSU","2110","0-71121-96310-9",1212,"D",3005,"D",9720,396,"","GGSL"
"ILVGSU","2110","0-71121-96318-5",240,"D",760,"D",2076,144,"","GGSL"
"ILVGSU","2110","0-71121-96380-2",80,"D",742,"D",10952,32,"","GGSL"
"ILVGSU","2110","0-71121-96381-9",64,"D",293,"D",1616,48,"","GGSL"
"ILVGSU","2110","0-71121-96427-4",132,"D",376,"D",8256,114,"","GGSL"
"ILVGSU","2110","0-71121-96441-0",624,"D",1609,"D",780,360,"","GGSL"
"ILVGSU","2110","0-71121-96446-5",126,"D",516,"D",1254,144,"","GGSL"
"ILVGSU","2110","0-71121-96780-0",252,"D",619,"D",3732,156,"","GGSL"
"ILVGSU","2110","0-71121-96781-7",12,"D",31,"D",3984,1776,"","GGSL"
"ILVGSU","2110","0-71121-96921-7",96,"D",622,"D",4024,36,"","GGSL"
"ILVGSU","2110","0-72845-10414-4",6,"D",23,"D",3096,6,"","GGSL"
"ILVGSU","2110","6-51124-75029-8",48,"D",130,"D",480,3012,"","GGSL"
"ILVGSU","2110","6-51124-75030-4",276,"D",1242,"D",1656,24,"","GGSL"
"ILVGSU","2110","8-91549-11015-8",624,"D",767,"D",930,198,"","GGSL"
"ILVGSU","2110","8-91549-11016-5",1056,"D",718,"D",25632,480,"","GGSL"
"ILVGSU","2110","8-91549-11033-2",12,"D",25,"D",2016,0,"","GGSL"
"ILVGSU","2110","8-91549-11038-7",684,"D",1819,"D",6912,144,"","GGSL"
"ILVGSU","2110","8-91549-11089-9",372,"D",1049,"D",9600,12,"","GGSL"
"ILVGSU","2110","8-91549-11123-0",252,"D",599,"D",13572,0,"","GGSL"
"ILVGSU","2110","6-51124-70112-2",108,"D",686,"D",10230,762,"","GGSL"
"ILVGSU","2110","6-51124-71106-0",24,"D",457,"D",3612,324,"","GGSL"
"ILVGSU","2110","0-39044-12044-3",6,"D",146,"D",-6,0,"","GGSL"
"ILVGSU","2110","0-73035-01310-9",84,"D",237,"D",7002,246,"","GGSL"
"ILVGSU","2110","0-73035-01311-6",114,"D",322,"D",6036,24,"","GGSL"
"ILVGSU","2110","0-73035-01312-3",6,"D",18,"D",2760,6,"","GGSL"
"ILVGSU","2110","0-73035-04002-0",16,"D",43,"D",2128,0,"","GGSL"
"ILVGSU","2110","0-73035-09526-6",21,"D",63,"D",1032,9,"","GGSL"
"ILVGSU","2110","0-73035-09627-0",6,"D",18,"D",242,0,"","GGSL"
"ILVGSU","2110","0-73035-15001-9",1164,"D",605,"D",20400,756,"","GGSL"
"ILVGSU","2110","0-73035-15201-3",216,"D",112,"D",15504,72,"","GGSL"
"ILVGSU","2110","0-73035-16522-8",168,"D",87,"D",6876,60,"","GGSL"
"ILVGSU","2110","0-73035-06127-8",16,"D",54,"D",168,0,"","GGSL"
"ILVGSU","2110","0-73035-09586-0",6,"D",16,"D",690,0,"","GGSL"
"ILVGSU","2110","0-70922-04700-1",270,"D",1198,"D",666,186,"","GGSL"
"ILVGSU","2110","7-52587-00002-6",36,"D",96,"D",0,0,"","GGSL"
"ILVGSU","2110","0-29973-12322-6",8,"D",16,"D",32,0,"","GGSL"
"ILVGSU","2110","0-35307-00650-9",300,"D",1785,"D",110,20,"","GGSL"
"ILVGSU","2110","0-36434-15006-6",6,"D",146,"D",-6,0,"","GGSL"
"ILVGSU","2110","8-95591-00133-4",120,"D",451,"D",264,0,"","GGSL"
"ILVGSU","2110","0-17849-19011-3",48,"D",435,"D",120,0,"","GGSL"
"ILVGSU","2110","0-46412-10240-6",336,"D",265,"D",3072,132,"","GGSL"
"ILVGSU","2110","0-86155-01110-8",84,"D",55,"D",0,0,"","GGSL"
"ILVGSU","2110","0-86155-20602-3",84,"D",55,"D",0,0,"","GGSL"
"ILVGSU","2110","0-86155-20641-2",84,"D",57,"D",0,0,"","GGSL"
"ILVGSU","2110","0-86155-21090-7",204,"D",114,"D",0,0,"","GGSL"
"ILVGSU","2110","0-86155-22220-7",84,"D",48,"D",0,0,"","GGSL"
"ILVGSU","2110","0-86155-22223-8",84,"D",46,"D",0,0,"","GGSL"
"ILVGSU","2110","0-11111-01490-9",6,"D",23,"D",42,0,"","GGSL"
"ILVGSU","2110","0-32903-12017-2",12,"D",85,"D",12,0,"","GGSL"
"ILVGSU","2110","0-32903-12020-2",6,"D",61,"D",0,0,"","GGSL"
"ILVGSU","2110","0-32903-41717-3",12,"D",52,"D",160,0,"","GGSL"
"ILVGSU","2110","8-97946-00022-1",12,"D",57,"D",66,0,"","GGSL"
"ILVGSU","2110","7-52289-50056-5",12,"D",60,"D",168,168,"","GGSL"
"ILVGSU","2110","7-52289-59001-6",750,"D",2325,"D",311,1767,"","GGSL"
"ILVGSU","2110","7-52289-59002-3",2292,"D",17012,"D",1123,266,"","GGSL"
"ILVGSU","2110","7-52289-79004-1",2005,"D",6070,"D",10,2049,"","GGSL"
"ILVGSU","2110","7-52289-79005-8",2700,"D",19847,"D",4340,1760,"","GGSL"
"ILVGSU","2110","7-52289-79022-5",36,"D",330,"D",1242,48,"","GGSL"
"ILVGSU","2110","7-52289-79022-5",36,"D",400,"D",60,30,"","GGSL"
"ILVGSU","2110","7-52289-79310-3",1068,"D",4720,"D",2808,2640,"","GGSL"
"ILVGSU","2110","7-52289-79320-2",312,"D",1701,"D",5648,4140,"","GGSL"
"ILVGSU","2110","7-52289-79322-6",264,"D",1341,"D",4140,4296,"","GGSL"
"ILVGSU","2110","7-52289-79405-6",24,"D",128,"D",0,0,"","GGSL"
"ILVGSU","2110","7-52289-79010-2",234,"D",1932,"D",120,174,"","GGSL"
"ILVGSU","2110","7-52289-79020-1",342,"D",3803,"D",36,96,"","GGSL"
"ILVGSU","2110","1-86955-00044-6",12,"D",79,"D",79,576,"","GGSL"
"ILVGSU","2110","8-50007-83906-2",18,"D",109,"D",0,0,"","GGSL"
"ILVGSU","2110","8-50007-83920-8",56,"D",111,"D",0,0,"","GGSL"
"ILVGSU","2110","8-50007-83928-4",6,"D",46,"D",0,0,"","GGSL"
"ILVGSU","2110","8-50007-83929-1",36,"D",218,"D",0,0,"","GGSL"
"ILVGSU","2110","8-50007-83943-7",30,"D",241,"D",0,12,"","GGSL"
"ILVGSU","2110","8-55354-00238-1",40,"D",146,"D",0,0,"","GGSL"
"ILVGSU","2110","8-94120-00172-2",6,"D",42,"D",0,6,"","GGSL"
"ILVGSU","2110","8-94120-00187-6",36,"D",222,"D",0,0,"","GGSL"
"ILVGSU","2110","0-37000-00992-4",28,"D",311,"D",276,0,"","GGSL"
"ILVGSU","2110","0-37000-07312-3",354,"D",3109,"D",0,0,"","GGSL"
"ILVGSU","2110","0-37000-10631-9",36,"D",231,"D",0,0,"","GGSL"
"ILVGSU","2110","0-37000-24684-8",54,"D",474,"D",-60,0,"","GGSL"
"ILVGSU","2110","0-37000-31821-7",492,"D",1589,"D",180,36,"","GGSL"
"ILVGSU","2110","0-37000-31836-1",87,"D",605,"D",129,0,"","GGSL"
"ILVGSU","2110","0-37000-35154-2",978,"D",3158,"D",216,0,"","GGSL"
"ILVGSU","2110","0-37000-40215-2",88,"D",946,"D",12,0,"","GGSL"
"ILVGSU","2110","0-37000-40509-2",6,"D",18,"D",-18,0,"","GGSL"
"ILVGSU","2110","0-37000-41767-5",144,"D",858,"D",0,16,"","GGSL"
"ILVGSU","2110","0-37000-41827-6",8,"D",80,"D",96,0,"","GGSL"
"ILVGSU","2110","0-37000-44750-4",54,"D",354,"D",0,0,"","GGSL"
"ILVGSU","2110","0-37000-76337-6",80,"D",601,"D",248,0,"","GGSL"
"ILVGSU","2110","0-37000-92811-9",48,"D",871,"D",12,2,"","GGSL"
"ILVGSU","2110","0-37000-92815-7",480,"D",4371,"D",252,0,"","GGSL"
"ILVGSU","2110","0-37000-99042-0",60,"D",357,"D",0,0,"","GGSL"
"ILVGSU","2110","0-47400-66652-8",16,"D",2220,"D",40,8,"","GGSL"
"ILVGSU","2110","0-69055-12559-5",144,"D",6985,"D",324,84,"","GGSL"
"ILVGSU","2110","0-69055-12593-9",3,"D",346,"D",0,0,"","GGSL"
"ILVGSU","2110","0-69055-12594-6",21,"D",3286,"D",9,0,"","GGSL"
"ILVGSU","2110","0-69055-12707-0",21,"D",3286,"D",3,0,"","GGSL"
"ILVGSU","2110","0-69055-12755-1",6,"D",1050,"D",3,3,"","GGSL"
"ILVGSU","2110","0-69055-12775-9",36,"D",518,"D",108,0,"","GGSL"
"ILVGSU","2110","0-69055-12776-6",36,"D",529,"D",0,0,"","GGSL"
"ILVGSU","2110","0-69055-12861-9",48,"D",992,"D",180,12,"","GGSL"
"ILVGSU","2110","0-69055-12881-7",9,"D",1583,"D",12,0,"","GGSL"
"ILVGSU","2110","0-69055-12890-9",111,"D",27411,"D",2163,183,"","GGSL"
"ILVGSU","2110","0-69055-12891-6",12,"D",3023,"D",45,6,"","GGSL"
"ILVGSU","2110","0-69055-12892-3",6,"D",123,"D",312,0,"","GGSL"
"ILVGSU","2110","0-69055-13036-0",12,"D",772,"D",138,6,"","GGSL"
"ILVGSU","2110","0-69055-13037-7",12,"D",235,"D",84,0,"","GGSL"
"ILVGSU","2110","0-69055-13105-3",1965,"D",265093,"D",0,3,"","GGSL"
"ILVGSU","2110","0-69055-13112-1",615,"D",82606,"D",3,6,"","GGSL"
"ILVGSU","2110","0-69055-87364-9",60,"D",1629,"D",70,30,"","GGSL"
"ILVGSU","2110","0-69055-87614-5",60,"D",3030,"D",100,40,"","GGSL"
