"IAFOST","2003","0-42579",5649,"DE WITT COMPANY INC","GGPO"
"IAFOST","2003","0-43807",41,"PATIO ESSENTIALS","GGPO"
"IAFOST","2003","0-47977",1355,"PANACEA","GGPO"
"IAFOST","2003","0-48419",868,"GRASSLANDS ROAD","GGPO"
"IAFOST","2003","0-50197",60233,"THE ESPOMA COMPANY","GGPO"
"IAFOST","2003","0-52732",2339,"EARTHWAY PRODUCTS","GGPO"
"IAFOST","2003","0-53291",1898,"HEADWINDS CONSUMER PRODUCTS","GGPO"
"IAFOST","2003","0-56554",1235,"THE HC COMPANIES INC","GGPO"
"IAFOST","2003","0-64277",36037,"SUN GRO HORTICULTURE INC.","GGPO"
"IAFOST","2003","0-66498",25047,"LAMBERT PEAT MOSS INC.","GGPO"
"IAFOST","2003","0-66807",14854,"SUN GRO HORTICULTURE INC.","GGPO"
"IAFOST","2003","0-67863",1753,"SUN GRO HORTICULTURE INC.","GGPO"
"IAFOST","2003","0-70183",18360,"THE SCOTTS COMPANY","GGPO"
"IAFOST","2003","0-70183",335,"VAN DIEST SUPPLY COMPANY","GGPO"
"IAFOST","2003","0-71549",10084,"THE SCOTTS COMPANY","GGPO"
"IAFOST","2003","0-71693",3276,"PAGE SEED COMPANY","GGPO"
"IAFOST","2003","0-72397",825,"COMBEX INC.","GGPO"
"IAFOST","2003","0-72874",1791,"BOSS GLOVE & SAFETY","GGPO"
"IAFOST","2003","0-73035",2482,"EASY GARDENER PRODUCTS, INC.","GGPO"
"IAFOST","2003","0-73222",210,"VOLUNTARY PURCHASING GROUPS","GGPO"
"IAFOST","2003","0-73561",56963,"THE SCOTTS COMPANY","GGPO"
"IAFOST","2003","0-76807",39,"BONIDE PRODUCTS INC.","GGPO"
"IAFOST","2003","0-84004",60,"SUNSET VISTA DESIGNS., INC.","GGPO"
"IAFOST","2003","0-84518",152,"OAK STREET WHOLESALE","GGPO"
"IAFOST","2003","0-87404",3371,"BLOEM, LLC","GGPO"
"IAFOST","2003","0-88685",91220,"LEBANON SEABOARD CORPORATION","GGPO"
"IAFOST","2003","0-89945",480,"ROMAN INC","GGPO"
"IAFOST","2003","0-91053",1143,"PRINCIPLE PLASTICS","GGPO"
"IAFOST","2003","0-92291",960,"D.P. INDUSTRIES, INC.","GGPO"
"IAFOST","2003","0-93432",6872,"PANACEA","GGPO"
"IAFOST","2003","0-94922",12892,"PURPLE COW ORGANICS","GGPO"
"IAFOST","2003","0-95422",13987,"AMERICAN GARDENWORKS CO","GGPO"
"IAFOST","2003","0-96069",28793,"CARSON HOME ACCENTS","GGPO"
"IAFOST","2003","0-96587",17697,"YOUNG'S INC.","GGPO"
"IAFOST","2003","1-00269",159,"NOVELTY MFG. COMPANY","GGPO"
"IAFOST","2003","1-00479",397,"PANACEA","GGPO"
"IAFOST","2003","1-00532",934,"HEADWINDS CONSUMER PRODUCTS","GGPO"
"IAFOST","2003","1-00886",6147,"LEBANON SEABOARD CORPORATION","GGPO"
"IAFOST","2003","1-06713",810,"J.R. PETERS, INC.","GGPO"
"IAFOST","2003","1-40690",40686,"WOODEN STEEL","GGPO"
"IAFOST","2003","1-86955",2492,"ENVIRO PROTECTION IND CO INC","GGPO"
"IAFOST","2003","1-91942",10015,"DEROMA","GGPO"
"IAFOST","2003","1-92937",7737,"GRASSLANDS ROAD","GGPO"
"IAFOST","2003","2-00346",188,"BOND MANUFACTURING CO.","GGPO"
"IAFOST","2003","2-07322",343,"VOLUNTARY PURCHASING GROUPS","GGPO"
"IAFOST","2003","3-64343",1722,"DRAMM","GGPO"
"IAFOST","2003","3-90503",2098,"LIFETYME SEED COMPANY","GGPO"
"IAFOST","2003","4-23380",709,"RSR INDUSTRIES","GGPO"
"IAFOST","2003","5-01355",177,"TDI BRANDS","GGPO"
"IAFOST","2003","5-55555",817,"WORLD SOURCE PARTNERS LLC","GGPO"
"IAFOST","2003","6-05083",162,"LUSTER LEAF PRODUCTS","GGPO"
"IAFOST","2003","6-05462",74,"SUNSET VISTA DESIGNS., INC.","GGPO"
"IAFOST","2003","6-06115",50445,"FESTIVAL WIND CHIMES","GGPO"
"IAFOST","2003","6-09613",936,"APOLLO EXPORTS","GGPO"
"IAFOST","2003","6-13499",11130,"TECH PAC LLC","GGPO"
"IAFOST","2003","6-13640",28571,"JACKSON POTTERY","GGPO"
"IAFOST","2003","6-17313",990,"CLASSIC BRANDS LLC","GGPO"
"IAFOST","2003","6-19216",5794,"BRAUN HORTICULTURE","GGPO"
"IAFOST","2003","6-20970",3437,"APOLLO EXPORTS","GGPO"
"IAFOST","2003","6-28132",2489,"WALTON WOOD FARM","GGPO"
"IAFOST","2003","6-28451",90,"WALTON WOOD FARM","GGPO"
"IAFOST","2003","6-30104",2937,"PREMIER KITES","GGPO"
"IAFOST","2003","6-35483",9714,"DEER PARK IRONWORKS","GGPO"
"IAFOST","2003","6-38071",13426,"ANCIENT GRAFFITI","GGPO"
"IAFOST","2003","6-38104",2979,"HYDRO FARM, INC.","GGPO"
"IAFOST","2003","6-39285",13665,"MARSHALL HOME","GGPO"
"IAFOST","2003","6-39751",14543,"RADIANS INC","GGPO"
"IAFOST","2003","6-45667",7966,"DOTCHI LLC","GGPO"
"IAFOST","2003","6-48086",611,"DILLON GROUP","GGPO"
"IAFOST","2003","6-56200",3479,"P. GRAHAM DUNN","GGPO"
"IAFOST","2003","6-57641",125121,"REGAL ART & GIFT","GGPO"
"IAFOST","2003","6-62974",30314,"VAN DIEST SUPPLY COMPANY","GGPO"
"IAFOST","2003","6-71341",13213,"J.R. PETERS, INC.","GGPO"
"IAFOST","2003","6-74326",408,"RADIANS INC","GGPO"
"IAFOST","2003","6-83963",1400,"CUSTOM DECOR, INC.","GGPO"
"IAFOST","2003","6-84143",3782,"SOUTHERN PATIO","GGPO"
"IAFOST","2003","6-84653",16001,"MIDWEST DESIGN IMPORTS, INC.","GGPO"
"IAFOST","2003","6-93061",2438,"GEORGETOWN HOME & GARDEN","GGPO"
"IAFOST","2003","6-94349",15055,"BACK TO NATURE","GGPO"
